,0
9518,se
9519,prestaron
9520,a
9521,la
9522,guerra
9523,sucia
9524,es
9525,obra
9526,de
9527,alejandro
9528,quintero
9529,empleado
9530,de
9531,carlos
9532,salinas
9533,y
9534,epn
9535,si
9536,necesitas
9537,un
9538,tafil
9539,llégale
9540,en
9541,entrevista
9542,andrés
9543,manuel
9544,lópez
9545,obrador
9546,dijo
9547,que
9548,va
9549,a
9550,ganar
9551,y
9552,va
9553,a
9554,cumplirle
9555,a
9556,la
9557,gente
9558,no
9559,les
9560,fallará
9561,a
9562,los
9563,mexicanos
9564,para
9565,mañana
9566,andrés
9567,manuel
9568,lópez
9569,obrador
9570,cerrará
9571,en
9572,tuxtla
9573,gutiérrez
9574,chiapas
9575,villahermosa
9576,tabasco
9577,y
9578,en
9579,el
9580,estadio
9581,azteca
9582,en
9583,la
9584,ciudad
9585,de
9586,méxico
9587,boletín
9588,campaña
9589,ciudad
9590,de
9591,méxico
9592,de
9593,junio
9594,de
9595,mensaje
9596,de
9597,andrés
9598,manuel
9599,lópez
9600,obrador
9601,candidato
9602,a
9603,la
9604,presidencia
9605,de
9606,la
9607,república
9608,por
9609,la
9610,coalición
9611,juntos
9612,haremos
9613,historia
9614,en
9615,el
9616,cierre
9617,de
9618,campaña
9619,en
9620,el
9621,estadio
9622,azteca
9623,amigas
9624,y
9625,amigos
9626,con
9627,este
9628,acto
9629,festivo
9630,llegamos
9631,al
9632,final
9633,de
9634,la
9635,campaña
9636,de
9637,hay
9638,entre
9639,la
9640,gente
9641,una
9642,alegría
9643,contagiosa
9644,y
9645,vibrante
9646,porque
9647,el
9648,ánimo
9649,de
9650,la
9651,sociedad
9652,y
9653,las
9654,encuestas
9655,indican
9656,que
9657,vamos
9658,a
9659,ganar
9660,las
9661,elecciones
9662,del
9663,domingo
9664,próximo
9665,estamos
9666,a
9667,punto
9668,de
9669,comenzar
9670,la
9671,iv
9672,transformación
9673,en
9674,la
9675,historia
9676,de
9677,méxico
9678,y
9679,de
9680,convertir
9681,en
9682,realidad
9683,los
9684,sueños
9685,de
9686,muchos
9687,mexicanos
9688,de
9689,antes
9690,y
9691,de
9692,nuestro
9693,tiempo
9694,lo
9695,que
9696,vamos
9697,a
9698,consumar
9699,viene
9700,de
9701,lejos
9702,y
9703,se
9704,ha
9705,fraguado
9706,con
9707,el
9708,esfuerzo
9709,y
9710,la
9711,fatiga
9712,de
9713,muchos
9714,compañeros
9715,hombres
9716,y
9717,mujeres
9718,de
9719,distintas
9720,clases
9721,sociales
9722,y
9723,corrientes
9724,de
9725,pensamiento
9726,que
9727,en
9728,su
9729,momento
9730,lucharon
9731,por
9732,las
9733,libertades
9734,la
9735,justicia
9736,la
9737,democracia
9738,y
9739,la
9740,defensa
9741,de
9742,la
9743,soberanía
9744,nacional
9745,recordamos
9746,con
9747,admiración
9748,y
9749,respeto
9750,a
9751,quienes
9752,han
9753,participado
9754,a
9755,lo
9756,largo
9757,de
9758,los
9759,años
9760,en
9761,movimientos
9762,sociales
9763,y
9764,políticos
9765,campesinos
9766,obreros
9767,estudiantes
9768,maestros
9769,médicos
9770,ferrocarrileros
9771,y
9772,defensores
9773,de
9774,derechos
9775,humanos
9776,y
9777,de
9778,otras
9779,causas
9780,aquí
9781,destaco
9782,la
9783,participación
9784,de
9785,los
9786,jóvenes
9787,del
9788,y
9789,de
9790,dirigentes
9791,como
9792,valentín
9793,campa
9794,demetrio
9795,vallejo
9796,ruben
9797,jaramillo
9798,othon
9799,salazar
9800,alejandro
9801,gascón
9802,mercado
9803,heberto
9804,castillo
9805,cuauhtémoc
9806,cárdenas
9807,salvador
9808,nava
9809,manuel
9810,clouthier
9811,porfirio
9812,muñoz
9813,ledo
9814,ifigenia
9815,martínez
9816,y
9817,doña
9818,rosario
9819,ibarra
9820,de
9821,piedra
9822,a
9823,quien
9824,rindo
9825,un
9826,homenaje
9827,les
9828,adelanto
9829,que
9830,el
9831,primero
9832,de
9833,julio
9834,voy
9835,a
9836,votar
9837,por
9838,ella
9839,lo
9840,alcanzado
9841,en
9842,los
9843,últimos
9844,tiempos
9845,se
9846,lo
9847,debemos
9848,a
9849,muchos
9850,mexicanos
9851,de
9852,todas
9853,las
9854,regiones
9855,culturas
9856,y
9857,clases
9858,sociales
9859,del
9860,país
9861,en
9862,este
9863,día
9864,memorable
9865,recuerdo
9866,con
9867,cariño
9868,a
9869,josé
9870,maría
9871,perez
9872,gay
9873,arnaldo
9874,cordova
9875,luis
9876,javier
9877,garrido
9878,hugo
9879,gutiérrez
9880,vega
9881,julio
9882,scherer
9883,garcia
9884,sergio
9885,pitol
9886,carlos
9887,monsiváis
9888,y
9889,celebro
9890,que
9891,sigan
9892,con
9893,vida
9894,y
9895,con
9896,el
9897,ánimo
9898,siempre
9899,joven
9900,elenita
9901,poniatowska
9902,fernando
9903,del
9904,paso
9905,y
9906,carlos
9907,payán
9908,nunca
9909,olvidaremos
9910,a
9911,dirigentes
9912,sociales
9913,campesinos
9914,obreros
9915,indígenas
9916,amigas
9917,amigos
9918,gente
9919,sencilla
9920,y
9921,buena
9922,que
9923,empezó
9924,la
9925,lucha
9926,con
9927,nosotros
9928,y
9929,se
9930,nos
9931,adelantó
9932,mujeres
9933,y
9934,hombres
9935,que
9936,fallecieron
9937,deseando
9938,ver
9939,este
9940,momento
9941,estoy
9942,seguro
9943,que
9944,en
9945,la
9946,noche
9947,del
9948,domingo
9949,desde
9950,el
9951,cielo
9952,van
9953,a
9954,celebrar
9955,el
9956,triunfo
9957,que
9958,ellos
9959,ayudaron
9960,a
9961,construir
9962,la
9963,victoria
9964,del
9965,domingo
9966,se
9967,ha
9968,ido
9969,concretando
9970,con
9971,la
9972,abnegación
9973,de
9974,muchos
9975,no
9976,surge
9977,de
9978,repente
9979,ni
9980,brota
9981,únicamente
9982,del
9983,malestar
9984,que
9985,provocó
9986,el
9987,antiguo
9988,régimen
9989,autoritario
9990,y
9991,corrupto
9992,que
9993,está
9994,llegando
9995,a
9996,su
9997,fin
9998,los
9999,frutos
10000,que
10001,ahora
10002,comenzarán
10003,a
10004,recogerse
10005,vienen
10006,también
10007,de
10008,la
10009,siembra
10010,de
10011,ideas
10012,del
10013,trabajo
10014,y
10015,la
10016,perseverancia
10017,de
10018,dirigentes
10019,políticos
10020,de
10021,todos
10022,los
10023,niveles
10024,y
10025,regiones
10026,de
10027,méxico
10028,muy
10029,poco
10030,ha
10031,sido
10032,espontáneo
10033,o
10034,ha
10035,quedado
10036,al
10037,azar
10038,con
10039,anticipación
10040,decidimos
10041,poner
10042,las
10043,ideas
10044,por
10045,delante
10046,apostar
10047,a
10048,la
10049,vía
10050,pacífica
10051,y
10052,aplicar
10053,las
10054,premisas
10055,de
10056,que
10057,sólo
10058,el
10059,pueblo
10060,puede
10061,salvar
10062,al
10063,pueblo
10064,y
10065,que
10066,sólo
10067,el
10068,pueblo
10069,unido
10070,y
10071,organizado
10072,puede
10073,salvar
10074,a
10075,la
10076,nación
10077,el
10078,trabajo
10079,que
10080,se
10081,ha
10082,realizado
10083,en
10084,estos
10085,últimos
10086,años
10087,ha
10088,consistido
10089,en
10090,hacer
10091,conciencia
10092,sobre
10093,la
10094,necesidad
10095,de
10096,lograr
10097,mediante
10098,la
10099,organización
10100,y
10101,la
10102,participación
10103,de
10104,los
10105,ciudadanos
10106,un
10107,cambio
10108,verdadero
10109,poco
10110,a
10111,poco
10112,la
10113,ciudadanía
10114,ha
10115,ido
10116,cobrando
10117,conciencia
10118,de
10119,algo
10120,que
10121,no
10122,es
10123,necesariamente
10124,evidente
10125,la
10126,existencia
10127,y
10128,el
10129,predominio
10130,de
10131,una
10132,mafia
10133,del
10134,poder
10135,asimismo
10136,nuestro
10137,trabajo
10138,ha
10139,permitido
10140,extender
10141,la
10142,idea
10143,de
10144,que
10145,el
10146,problema
10147,central
10148,es
10149,la
10150,corrupción
10151,que
10152,esa
10153,es
10154,la
10155,causa
10156,principal
10157,de
10158,la
10159,desigualdad
10160,social
10161,y
10162,económica
10163,de
10164,la
10165,violencia
10166,y
10167,de
10168,otros
10169,males
10170,desde
10171,luego
10172,para
10173,lograr
10174,esta
10175,revolución
10176,de
10177,las
10178,conciencias
10179,y
10180,la
10181,construcción
10182,de
10183,una
10184,voluntad
10185,colectiva
10186,como
10187,fuerza
10188,transformadora
10189,se
10190,requiere
10191,de
10192,un
10193,enorme
10194,trabajo
10195,educativo
10196,con
10197,la
10198,gente
10199,demanda
10200,predicar
10201,con
10202,el
10203,ejemplo
10204,exige
10205,temple
10206,convicciones
10207,y
10208,perseverancia
10209,pero
10210,de
10211,que
10212,se
10213,puede
10214,se
10215,puede
10216,nuestro
10217,movimiento
10218,es
10219,el
10220,mejor
10221,ejemplo
10222,en
10223,poco
10224,tiempo
10225,hemos
10226,contribuido
10227,en
10228,forma
10229,decisiva
10230,a
10231,cambiar
10232,la
10233,mentalidad
10234,de
10235,amplios
10236,sectores
10237,de
10238,méxico
10239,hemos
10240,puesto
10241,en
10242,evidencia
10243,las
10244,formas
10245,de
10246,manipulación
10247,y
10248,control
10249,del
10250,actual
10251,régimen
10252,y
10253,hemos
10254,dejado
10255,en
10256,claro
10257,que
10258,el
10259,pri
10260,y
10261,el
10262,pan
10263,representan
10264,lo
10265,mismo
10266,hoy
10267,la
10268,gente
10269,es
10270,más
10271,consciente
10272,de
10273,la
10274,existencia
10275,de
10276,un
10277,pequeño
10278,grupo
10279,que
10280,controla
10281,las
10282,instituciones
10283,entiende
10284,mejor
10285,de
10286,cómo
10287,dominan
10288,y
10289,de
10290,su
10291,desmedida
10292,avaricia
10293,pienso
10294,que
10295,hasta
10296,ahora
10297,e
10298,sta
10299,ha
10300,sido
10301,la
10302,mayor
10303,aportación
10304,social
10305,y
10306,política
10307,de
10308,nuestro
10309,movimiento
10310,tengamos
10311,presente
10312,que
10313,no
10314,se
10315,puede
10316,cambiar
10317,lo
10318,que
10319,no
10320,se
10321,conoce
10322,y
10323,que
10324,lo
10325,que
10326,bien
10327,se
10328,comprende
10329,difícilmente
10330,se
10331,olvida
10332,fruto
10333,de
10334,este
10335,trabajo
10336,de
10337,concientización
10338,es
10339,el
10340,despertar
10341,de
10342,muchos
10343,ciudadanos
10344,de
10345,clase
10346,media
10347,que
10348,antes
10349,hasta
10350,nos
10351,insultaban
10352,y
10353,que
10354,ahora
10355,nos
10356,respetan
10357,y
10358,que
10359,votarán
10360,por
10361,nosotros
10362,otro
10363,tanto
10364,ocurre
10365,con
10366,la
10367,mayoría
10368,de
10369,los
10370,jóvenes
10371,soy
10372,el
10373,candidato
10374,de
10375,más
10376,edad
10377,pero
10378,los
10379,jóvenes
10380,con
10381,su
10382,imaginación
10383,rebeldía
10384,y
10385,talento
10386,saben
10387,que
10388,representamos
10389,lo
10390,nuevo
10391,la
10392,modernidad
10393,forjada
10394,desde
10395,abajo
10396,y
10397,para
10398,todos
10399,con
10400,base
10401,en
10402,lo
10403,logrado
10404,buscaremos
10405,emprender
10406,una
10407,transformación
10408,pacífica
10409,y
10410,ordenada
10411,sí
10412,pero
10413,no
10414,por
10415,ello
10416,menos
10417,profunda
10418,que
10419,la
10420,independencia
10421,la
10422,reforma
10423,y
10424,la
10425,revolución
10426,no
10427,hemos
10428,hecho
10429,todo
10430,este
10431,esfuerzo
10432,para
10433,meros
10434,cambios
10435,cosméticos
10436,por
10437,encimita
10438,y
10439,mucho
10440,menos
10441,para
10442,quedarnos
10443,con
10444,más
10445,de
10446,lo
10447,mismo
10448,la
10449,cuarta
10450,transformación
10451,será
10452,pacífica
10453,pero
10454,radical
10455,entendiendo
10456,que
10457,la
10458,palabra
10459,radical
10460,viene
10461,de
10462,raíz
10463,y
10464,que
10465,el
10466,propósito
10467,es
10468,arrancar
10469,de
10470,raíz
10471,el
10472,régimen
10473,corrupto
10474,de
10475,injusticias
10476,y
10477,de
10478,privilegios
10479,amigas
10480,y
10481,amigos
10482,concluido
10483,el
10484,proceso
10485,electoral
10486,y
10487,hasta
10488,la
10489,toma
10490,de
10491,posesión
10492,del
10493,primero
10494,de
10495,diciembre
10496,nos
10497,dedicaremos
10498,a
10499,elaborar
10500,el
10501,programa
10502,de
10503,gobierno
10504,que
10505,está
10506,ya
10507,esbozado
10508,en
10509,el
10510,proyecto
10511,de
10512,nación
10513,y
10514,que
10515,llevaremos
10516,a
10517,la
10518,práctica
10519,con
10520,la
10521,participación
10522,de
10523,la
10524,gente
10525,aquí
10526,destaco
10527,algunas
10528,acciones
10529,esenciales
10530,que
10531,definirán
10532,la
10533,transformación
10534,nacional
10535,habrá
10536,un
10537,auténtico
10538,estado
10539,de
10540,derecho
10541,bajo
10542,la
10543,premisa
10544,liberal
10545,de
10546,que
10547,al
10548,margen
10549,de
10550,la
10551,ley
10552,nada
10553,y
10554,por
10555,encima
10556,de
10557,la
10558,ley
10559,nadie
10560,seremos
10561,respetuosos
10562,de
10563,la
10564,división
10565,de
10566,poderes
10567,y
10568,de
10569,la
10570,soberanía
10571,de
10572,estados
10573,y
10574,municipios
10575,como
10576,decía
10577,juárez
10578,nada
10579,por
10580,la
10581,fuerza
10582,todo
10583,por
10584,la
10585,razón
10586,y
10587,el
10588,derecho
10589,nadie
10590,será
10591,espiado
10592,perseguido
10593,reprimido
10594,o
10595,desterrado
10596,dejará
10597,de
10598,existir
10599,el
10600,cisen
10601,habrá
10602,pleno
10603,respeto
10604,a
10605,las
10606,manifestaciones
10607,de
10608,las
10609,ideas
10610,a
10611,las
10612,libertades
10613,civiles
10614,y
10615,religiosas
10616,y
10617,se
10618,garantizará
10619,el
10620,derecho
10621,a
10622,disentir
10623,se
10624,establecerá
10625,una
10626,auténtica
10627,democracia
10628,desde
10629,la
10630,presidencia
10631,de
10632,la
10633,república
10634,promoveremos
10635,elecciones
10636,limpias
10637,y
10638,libres
10639,combatiremos
10640,las
10641,prácticas
10642,ilegales
10643,y
10644,perversas
10645,de
10646,compra
10647,de
10648,votos
10649,las
10650,amenazas
10651,y
10652,el
10653,uso
10654,faccioso
10655,del
10656,presupuesto
10657,en
10658,beneficio
10659,de
10660,candidatos
10661,y
10662,partidos
10663,aun
10664,cuando
10665,asumo
10666,el
10667,compromiso
10668,de
10669,convertirme
10670,en
10671,guardián
10672,de
10673,las
10674,libertades
10675,políticas
10676,como
10677,decía
10678,francisco
10679,i
10680,madero
10681,pondremos
10682,mucha
10683,atención
10684,en
10685,el
10686,nombramiento
10687,del
10688,nuevo
10689,fiscal
10690,electoral
10691,y
10692,propondremos
10693,para
10694,este
10695,importante
10696,cargo
10697,a
10698,una
10699,persona
10700,honrada
10701,imparcial
10702,y
10703,recta
10704,además
10705,enviaremos
10706,una
10707,iniciativa
10708,de
10709,reforma
10710,al
10711,congreso
10712,para
10713,convertir
10714,los
10715,delitos
10716,electorales
10717,en
10718,delitos
10719,graves
10720,a
10721,fin
10722,de
10723,poder
10724,enviar
10725,a
10726,la
10727,cárcel
10728,sin
10729,derecho
10730,a
10731,fianza
10732,a
10733,funcionarios
10734,dirigentes
10735,de
10736,partidos
10737,y
10738,ciudadanos
10739,que
10740,violen
10741,el
10742,principio
10743,de
10744,sufragio
10745,efectivo
10746,en
10747,toda
10748,la
10749,extensión
10750,de
10751,la
10752,palabra
10753,acabaremos
10754,con
10755,la
10756,corrupción
10757,la
10758,voluntad
10759,política
10760,del
10761,presidente
10762,estará
10763,empeñada
10764,en
10765,ello
10766,nadie
10767,gozará
10768,de
10769,impunidad
10770,esto
10771,incluye
10772,desde
10773,luego
10774,a
10775,los
10776,amigos
10777,a
10778,los
10779,compañeros
10780,y
10781,a
10782,los
10783,familiares
10784,y
10785,se
10786,acabará
10787,el
10788,influyentismo
10789,ningún
10790,grupo
10791,o
10792,persona
10793,por
10794,poderosa
10795,que
10796,sea
10797,hará
10798,negocios
10799,ilegales
10800,al
10801,amparo
10802,del
10803,poder
10804,público
10805,se
10806,castigará
10807,con
10808,severidad
10809,a
10810,quienes
10811,se
10812,apoderen
10813,de
10814,dinero
10815,o
10816,de
10817,bienes
10818,del
10819,pueblo
10820,o
10821,de
10822,la
10823,nación
10824,actuaré
10825,con
10826,el
10827,ejemplo
10828,enviaré
10829,una
10830,iniciativa
10831,al
10832,congreso
10833,para
10834,reformar
10835,el
10836,artículo
10837,con
10838,el
10839,propósito
10840,de
10841,que
10842,el
10843,presidente
10844,en
10845,funciones
10846,pueda
10847,ser
10848,juzgado
10849,por
10850,delitos
10851,de
10852,corrupción
10853,asimismo
10854,me
10855,someteré
10856,a
10857,la
10858,prueba
10859,de
10860,la
10861,revocación
10862,de
10863,mandato
10864,es
10865,decir
10866,a
10867,mitad
10868,de
10869,sexenio
10870,dentro
10871,de
10872,tres
10873,años
10874,se
10875,preguntará
10876,a
10877,los
10878,ciudadanos
10879,si
10880,quieren
10881,que
10882,el
10883,presidente
10884,continúe
10885,o
10886,renuncie
10887,porque
10888,en
10889,una
10890,verdadera
10891,democracia
10892,el
10893,pueblo
10894,pone
10895,y
10896,el
10897,pueblo
10898,quita
10899,es
10900,el
10901,que
10902,debe
10903,tener
10904,siempre
10905,las
10906,riendas
10907,del
10908,poder
10909,en
10910,sus
10911,manos
10912,es
10913,el
10914,que
10915,verdaderamente
10916,manda
10917,el
10918,nuevo
10919,presidente
10920,de
10921,méxico
10922,contará
10923,con
10924,autoridad
10925,moral
10926,y
10927,política
10928,para
10929,pedir
10930,a
10931,todos
10932,un
10933,recto
10934,proceder
10935,y
10936,llamará
10937,a
10938,poner
10939,por
10940,delante
10941,la
10942,honestidad
10943,como
10944,forma
10945,de
10946,vida
10947,y
10948,como
10949,modo
10950,de
10951,gobierno
10952,con
10953,esta
10954,determinación
10955,llevada
10956,a
10957,la
10958,práctica
10959,se
10960,moralizará
10961,al
10962,país
10963,mejorará
10964,la
10965,imagen
10966,de
10967,méxico
10968,en
10969,el
10970,extranjero
10971,y
10972,vamos
10973,a
10974,ahorrar
10975,lo
10976,mucho
10977,que
10978,ahora
10979,se
10980,roban
10981,los
10982,políticos
10983,corruptos
10984,y
10985,los
10986,traficantes
10987,de
10988,influencias
10989,habrá
10990,un
10991,gobierno
10992,austero
10993,sin
10994,lujos
10995,ni
10996,privilegios
10997,se
10998,reducirán
10999,los
11000,sueldos
11001,de
11002,los
11003,altos
11004,funcionarios
11005,públicos
11006,para
11007,aumentar
11008,los
11009,sueldos
11010,de
11011,los
11012,de
11013,abajo
11014,también
11015,en
11016,esto
11017,pondré
11018,el
11019,ejemplo
11020,voy
11021,a
11022,ganar
11023,menos
11024,de
11025,la
11026,mitad
11027,de
11028,lo
11029,que
11030,recibe
11031,enrique
11032,peña
11033,nieto
11034,sin
11035,compensaciones
11036,de
11037,ninguna
11038,índole
11039,no
11040,habrá
11041,derroche
11042,ni
11043,gastos
11044,superfluos
11045,no
11046,viviré
11047,en
11048,los
11049,pinos
11050,esa
11051,residencia
11052,se
11053,convertirá
11054,en
11055,un
11056,espacio
11057,para
11058,el
11059,arte
11060,y
11061,la
11062,cultura
11063,no
11064,viajaré
11065,en
11066,el
11067,avión
11068,presidencial
11069,se
11070,venderá
11071,toda
11072,la
11073,flotilla
11074,de
11075,aviones
11076,y
11077,helicópteros
11078,que
11079,actualmente
11080,tienen
11081,a
11082,su
11083,servicio
11084,los
11085,altos
11086,funcionarios
11087,públicos
11088,solo
11089,tendrán
11090,escoltas
11091,quienes
11092,trabajen
11093,en
11094,tareas
11095,de
11096,seguridad
11097,no
11098,usaré
11099,los
11100,servicios
11101,del
11102,estado
11103,mayor
11104,presidencial
11105,que
11106,a
11107,plenitud
11108,pasará
11109,a
11110,formar
11111,parte
11112,de
11113,la
11114,secretaria
11115,de
11116,la
11117,defensa
11118,nacional
11119,se
11120,cancelarán
11121,las
11122,pensiones
11123,a
11124,los
11125,expresidentes
11126,no
11127,habrá
11128,caja
11129,de
11130,ahorro
11131,especial
11132,ni
11133,atención
11134,médica
11135,privada
11136,para
11137,altos
11138,funcionarios
11139,públicos
11140,se
11141,eliminarán
11142,estructuras
11143,administrativas
11144,innecesarias
11145,y
11146,duplicadas
11147,se
11148,reducirá
11149,a
11150,lo
11151,mínimo
11152,el
11153,gasto
11154,destinado
11155,a
11156,viajes
11157,al
11158,extranjero
11159,a
11160,congresos
11161,a
11162,pagar
11163,asesorías
11164,y
11165,publicidad
11166,y
11167,solo
11168,en
11169,muy
11170,pocos
11171,casos
11172,habrá
11173,asesores
11174,y
11175,secretarios
11176,particulares
11177,todo
11178,lo
11179,que
11180,ahorremos
11181,por
11182,no
11183,permitir
11184,la
11185,corrupción
11186,y
11187,con
11188,el
11189,plan
11190,de
11191,austeridad
11192,republicana
11193,se
11194,destinará
11195,a
11196,financiar
11197,el
11198,desarrollo
11199,estoy
11200,seguro
11201,que
11202,el
11203,presupuesto
11204,rendirá
11205,más
11206,y
11207,nos
11208,alcanzará
11209,para
11210,cumplir
11211,todos
11212,los
11213,compromisos
11214,con
11215,la
11216,gente
11217,sin
11218,aumentar
11219,en
11220,términos
11221,reales
11222,los
11223,impuestos
11224,ni
11225,la
11226,deuda
11227,pública
11228,tampoco
11229,habrá
11230,gasolinazos
11231,el
11232,presupuesto
11233,se
11234,orientará
11235,a
11236,reactivar
11237,la
11238,economía
11239,a
11240,crear
11241,empleos
11242,y
11243,a
11244,combatir
11245,la
11246,pobreza
11247,será
11248,prioritario
11249,fortalecer
11250,la
11251,actividad
11252,productiva
11253,y
11254,el
11255,mercado
11256,interno
11257,fomentaremos
11258,el
11259,desarrollo
11260,desde
11261,las
11262,distintas
11263,regiones
11264,del
11265,país
11266,se
11267,rescatará
11268,el
11269,campo
11270,se
11271,impulsará
11272,la
11273,industria
11274,de
11275,la
11276,construcción
11277,y
11278,la
11279,dedicada
11280,a
11281,la
11282,fabricación
11283,de
11284,ropa
11285,calzado
11286,y
11287,otras
11288,mercancías
11289,se
11290,rescatará
11291,el
11292,sector
11293,energético
11294,el
11295,propósito
11296,es
11297,producir
11298,las
11299,gasolinas
11300,el
11301,diésel
11302,el
11303,gas
11304,y
11305,la
11306,energía
11307,eléctrica
11308,que
11309,consumimos
11310,para
11311,dejar
11312,de
11313,comprarlos
11314,en
11315,el
11316,extranjero
11317,y
11318,reducir
11319,los
11320,precios
11321,de
11322,estos
11323,insumos
11324,en
11325,beneficio
11326,de
11327,los
11328,consumidores
11329,y
11330,de
11331,las
11332,empresas
11333,nacionales
11334,procuraremos
11335,que
11336,la
11337,emigración
11338,sea
11339,optativa
11340,y
11341,no
11342,necesaria
11343,nos
11344,esforzaremos
11345,en
11346,lograr
11347,que
11348,las
11349,personas
11350,encuentren
11351,trabajo
11352,y
11353,bienestar
11354,en
11355,sus
11356,lugares
11357,de
11358,origen
11359,donde
11360,están
11361,sus
11362,familiares
11363,sus
11364,costumbres
11365,y
11366,su
11367,cultura
11368,reitero
11369,quienes
11370,quieran
11371,emigrar
11372,que
11373,lo
11374,hagan
11375,por
11376,gusto
11377,no
11378,por
11379,hambre
11380,por
11381,marginación
11382,o
11383,por
11384,inseguridad
11385,nuestro
11386,programa
11387,de
11388,desarrollo
11389,partirá
11390,del
11391,apoyo
11392,a
11393,las
11394,actividades
11395,productivas
11396,de
11397,las
11398,comunidades
11399,indígenas
11400,y
11401,campesinas
11402,así
11403,como
11404,a
11405,la
11406,creación
11407,de
11408,oportunidades
11409,de
11410,empleo
11411,para
11412,trabajadores
11413,de
11414,colonias
11415,urbanas
11416,populares
11417,vamos
11418,a
11419,distribuir
11420,una
11421,canasta
11422,de
11423,alimentos
11424,a
11425,precios
11426,bajos
11427,se
11428,garantizará
11429,a
11430,los
11431,jóvenes
11432,el
11433,derecho
11434,al
11435,estudio
11436,y
11437,al
11438,trabajo
11439,becarios
11440,si
11441,sicarios
11442,no
11443,se
11444,cancelará
11445,la
11446,mal
11447,llamada
11448,reforma
11449,educativa
11450,y
11451,elaboraremos
11452,con
11453,maestros
11454,y
11455,padres
11456,de
11457,familia
11458,un
11459,plan
11460,educativo
11461,para
11462,mejorar
11463,de
11464,verdad
11465,la
11466,calidad
11467,de
11468,la
11469,enseñanza
11470,sin
11471,afectar
11472,los
11473,derechos
11474,laborales
11475,del
11476,magisterio
11477,vamos
11478,a
11479,fortalecer
11480,la
11481,educación
11482,gratuita
11483,y
11484,de
11485,calidad
11486,en
11487,todos
11488,los
11489,niveles
11490,de
11491,escolaridad
11492,habrá
11493,atención
11494,médica
11495,y
11496,medicamentos
11497,gratuitos
11498,no
11499,se
11500,privatizará
11501,el
11502,agua
11503,aumentará
11504,al
11505,doble
11506,la
11507,pensión
11508,a
11509,los
11510,adultos
11511,mayores
11512,y
11513,también
11514,se
11515,entregará
11516,este
11517,apoyo
11518,a
11519,jubilados
11520,del
11521,issste
11522,y
11523,del
11524,imss
11525,daremos
11526,atención
11527,especial
11528,a
11529,la
11530,ciencia
11531,y
11532,a
11533,la
11534,innovación
11535,tecnológica
11536,el
11537,deporte
11538,además
11539,de
11540,su
11541,importancia
11542,como
11543,actividad
11544,profesional
11545,será
11546,parte
11547,fundamental
11548,del
11549,plan
11550,de
11551,salud
11552,pública
11553,y
11554,todas
11555,nuestras
11556,acciones
11557,se
11558,guiarán
11559,por
11560,el
11561,respeto
11562,a
11563,la
11564,cultura
11565,de
11566,las
11567,poblaciones
11568,y
11569,al
11570,entorno
11571,natural
11572,daremos
11573,apoyo
11574,especial
11575,a
11576,quienes
11577,sufren
11578,por
11579,carencias
11580,y
11581,olvido
11582,nuestro
11583,gobierno
11584,atenderá
11585,a
11586,todos
11587,respetará
11588,a
11589,todos
11590,pero
11591,dará
11592,preferencia
11593,a
11594,los
11595,pobres
11596,lo
11597,haremos
11598,por
11599,convicción
11600,y
11601,humanismo
11602,pero
11603,también
11604,porque
11605,en
11606,una
11607,sociedad
11608,tan
11609,desigual
11610,como
11611,la
11612,nuestra
11613,es
11614,casi
11615,imposible
11616,conseguir
11617,la
11618,paz
11619,sin
11620,justicia
11621,y
11622,bienestar
11623,esta
11624,demostrando
11625,que
11626,en
11627,los
11628,países
11629,donde
11630,no
11631,hay
11632,corrupción
11633,ni
11634,pobreza
11635,la
11636,inseguridad
11637,y
11638,la
11639,violencia
11640,son
11641,mínimas
11642,actuaremos
11643,con
11644,eficacia
11645,para
11646,combatir
11647,a
11648,la
11649,llamada
11650,delincuencia
11651,organizada
11652,no
11653,podemos
11654,permanecer
11655,indiferentes
11656,cuando
11657,se
11658,están
11659,cometiendo
11660,homicidios
11661,diarios
11662,el
11663,saldo
11664,por
11665,la
11666,violencia
11667,en
11668,los
11669,últimos
11670,tiempos
11671,es
11672,terrible
11673,desde
11674,el
11675,inicio
11676,de
11677,calderón
11678,a
11679,la
11680,fecha
11681,han
11682,sido
11683,asesinadas
11684,más
11685,de
11686,mil
11687,personas
11688,según
11689,cifras
11690,oficiales
11691,hay
11692,mil
11693,desaparecidos
11694,y
11695,son
11696,alrededor
11697,de
11698,un
11699,millón
11700,los
11701,familiares
11702,de
11703,víctimas
11704,enlutados
11705,y
11706,dañados
11707,por
11708,la
11709,violencia
11710,vamos
11711,a
11712,enfrentar
11713,estos
11714,graves
11715,problemas
11716,sin
11717,violar
11718,los
11719,derechos
11720,humanos
11721,no
11722,voy
11723,a
11724,delegar
11725,esta
11726,responsabilidad
11727,asumiré
11728,la
11729,coordinación
11730,del
11731,gabinete
11732,en
11733,esta
11734,materia
11735,se
11736,acabará
11737,la
11738,dispersión
11739,y
11740,habrá
11741,trabajo
11742,conjunto
11743,de
11744,todas
11745,las
11746,corporaciones
11747,policiacas
11748,y
11749,militares
11750,todos
11751,los
11752,días
11753,desde
11754,las
11755,de
11756,la
11757,mañana
11758,me
11759,reuniré
11760,con
11761,el
11762,secretario
11763,de
11764,la
11765,defensa
11766,con
11767,el
11768,de
11769,marina
11770,con
